,TweetId,Text_Only_Informative,Image_Only_Informative,Directed_Hate,Generalized_Hate,Sarcasm,Allegation,Justification,Refutation,Support,Oppose
1171,1050906790160781312,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1170,1050907744503586817,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1169,1050908001337524224,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1168,1050910098456006656,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2713,1050912651465908224,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1167,1050913328745332736,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2712,1050913504977408000,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1166,1050914073255260162,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1165,1050914781400420352,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2711,1050915404779008002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1164,1050915836272226305,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6718,1050916875025215488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1163,1050917234003116032,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2980,1050917860875198464,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2979,1050918024151216128,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6717,1050918542797824000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1162,1050919179266744327,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710,1050919577641738240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161,1050920316954976257,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1160,1050920818744668160,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1159,1050920920733372416,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2709,1050921089931665408,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2978,1050921347700969472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1158,1050921423034699777,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1157,1050921567830577152,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1156,1050921586679840769,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2708,1050921681944903681,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2707,1050921958710349824,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1155,1050922930014736384,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6716,1050923001191915520,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2977,1050925554243751936,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1154,1050927722380349440,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1153,1050927888084688896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1152,1050929267683471360,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1151,1050931016502824961,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1150,1050931697976410113,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6715,1050932647835271169,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2976,1050933832352903168,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1149,1050935916179673088,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1148,1050936226646294528,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1147,1050936683586379776,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1146,1050937578709487616,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2706,1050937659244208129,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1145,1050937871815909377,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1144,1050938342454358016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1143,1050938462042554368,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2705,1050939247988015104,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2704,1050940069434011648,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2975,1050941062779297792,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1142,1050941090914816005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1141,1050942100005691392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2703,1050942978481672192,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2702,1050943536114409473,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2701,1050943556234424320,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1140,1050943636798668801,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1139,1050944144829542400,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2700,1050944217856528385,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1138,1050945004552708096,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2699,1050945053030518784,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2698,1050946733021257728,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1137,1050947453539807232,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1136,1050947486666379264,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1135,1050948021549174784,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134,1050948172200235008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1133,1050948337589862400,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2974,1050948968853594112,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132,1050949333754015745,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2697,1050949825817133056,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1131,1050950528975421446,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2696,1050951425713467392,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1130,1050952321180594176,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2973,1050952918130671616,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2695,1050952932189982720,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1129,1050954304528535552,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2694,1050954634230202368,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6714,1050956583759478784,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2972,1050957072655966208,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2971,1050957352697032704,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2970,1050958764445192192,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2969,1050958828789882880,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2968,1050958846187909120,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1128,1050959079932219392,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1127,1050960371727720448,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6713,1050966094461075456,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1126,1050966209586286592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1125,1050966261314674689,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2967,1050967873777209344,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1124,1050968066052509696,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1123,1050968812923834373,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2966,1050969775436775425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1122,1050970144372088832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2693,1050970925640880128,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2965,1050972163128287232,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1121,1050973681961357312,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1120,1050974349803556866,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1119,1050975011207401472,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1118,1050975877515890688,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2692,1050977109060055040,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2691,1050978949298188288,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2690,1050979289364082688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2964,1050979970397495297,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2689,1050980292733882368,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6712,1050982224537870336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2963,1050983492165734401,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2688,1050984969647116288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2962,1050986505152344064,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1117,1050986944279252992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2961,1050987250362638336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2687,1050989580294344705,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1116,1050992089394290689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2960,1050992718007160832,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1115,1050995068264476672,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1114,1050997087079452672,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1113,1050997563346714625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1112,1050998261090328576,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2959,1050998369110450176,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6711,1051000846719340546,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1111,1051001361901457408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2686,1051002215446536192,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1110,1051003632689270784,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1109,1051003666377973760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1108,1051003797575688192,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2958,1051003907357532161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6710,1051004259242782720,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2685,1051004614701699074,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6709,1051004628786180097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6708,1051004805626437632,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6707,1051004961797091330,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2684,1051005585246838784,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2683,1051006687262453761,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2957,1051008317630296065,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1107,1051009349743603713,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1106,1051009671904022528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6706,1051010502829064193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1105,1051010692499660800,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1104,1051011066061238277,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2956,1051012082580242433,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1103,1051012241192079362,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1102,1051012250641809408,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2955,1051012404707057665,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2954,1051012555949273088,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1101,1051013246365433856,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1100,1051013827834376192,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6705,1051013906406301696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2953,1051014332321017856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6704,1051015512522706945,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2952,1051015573604192256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1099,1051015938835931136,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6703,1051016309998145536,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2682,1051017838096408578,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6702,1051018758913806337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6701,1051019837521227777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1098,1051019935151996928,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2951,1051020569938972672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6700,1051020625307930624,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6699,1051020990824632320,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2950,1051021441427214338,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2949,1051022999669956608,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1097,1051023315186274304,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2681,1051024027500892161,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6698,1051024600623124480,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2680,1051025341794242561,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2679,1051025360605724673,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2678,1051025537597038592,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6697,1051025789284769793,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2677,1051026064091287553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1096,1051026299832152064,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2948,1051026688098865152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2947,1051027047378636801,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1095,1051027489278038021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1094,1051027605024100352,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6696,1051028927752200192,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6695,1051030551182729216,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1093,1051033655336980482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1092,1051033811927089152,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2946,1051034866551332864,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2676,1051035757887070209,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1091,1051037383922253825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1090,1051037525119254528,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6694,1051037861959622656,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1089,1051038789252988929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6693,1051039590084153345,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1088,1051041763631104000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2945,1051042383440183296,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6692,1051042400582418433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1087,1051042653238890496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2944,1051043607220707328,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6691,1051044429518315525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6690,1051044591435157504,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2675,1051046263033028609,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2674,1051046515685261313,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2943,1051047737309900801,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1086,1051048477910884352,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6689,1051049191114530816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1085,1051049809694593024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2673,1051050158094512128,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6688,1051050363384553472,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1084,1051051544005763072,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1083,1051051558719447040,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1082,1051051564981518336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2942,1051053843746717696,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2672,1051054256822935558,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081,1051054910916022272,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2671,1051056221828968448,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1080,1051056988136849408,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2670,1051057744105463808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2669,1051057789269729280,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2668,1051058274387156992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2667,1051058335921844228,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2666,1051058651824238593,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6687,1051060495053025280,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6686,1051060503043174401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1079,1051061003251671040,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2941,1051062067426484227,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078,1051062527247945728,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2665,1051062758681268224,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2664,1051062844870053888,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6685,1051063749304442880,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1077,1051064212959715328,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2663,1051064231871827968,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6684,1051064549699280896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1076,1051064561477005312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6683,1051065011521642496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2662,1051065492461551618,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2661,1051065598376067072,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1075,1051066594686918656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6682,1051067526770233344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2660,1051068091864666112,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2659,1051069611981062144,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074,1051070325339947008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6681,1051071173734359040,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
31,1051071752971870208,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1073,1051072608417050626,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1072,1051073163881304064,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2658,1051073755840241664,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2940,1051074333789962240,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6680,1051076239086288896,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1071,1051076399535181824,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1070,1051079316916883456,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2657,1051079658102550528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6679,1051080272987516930,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6678,1051080323591823363,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2939,1051080823359844352,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6677,1051080870591942657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2938,1051082274060419073,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2656,1051082585823006720,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2655,1051083897595932672,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1069,1051084141666668548,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2654,1051084938454491137,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1068,1051085275496153089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2653,1051086559930408961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2652,1051087673761263616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2651,1051087698679672832,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1067,1051087917765017602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2650,1051088429872803840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2649,1051088612148826112,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2648,1051088838653816832,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1066,1051090186539433986,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1065,1051090207150407681,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1064,1051090219276087296,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2647,1051090309025845248,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1063,1051091287976357893,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1062,1051092149125750784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2646,1051092951890313216,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6676,1051092987181260800,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2645,1051093506293420032,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2937,1051093857692135425,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6675,1051094441056907264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6674,1051094485151698944,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2644,1051095507458756608,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1061,1051095961836118016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2643,1051096584933572608,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2642,1051096959765893121,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
